Player_SN,Player_LN,Player Valuation,scouting_period,Age,Height,Position,Foot,Data_League,Goals.Against,Shots.on.Target.Against,Saves,Save.,Wins,Draws,Losses,Clean.Sheets,Clean.Sheet.Percentage,Penalty.Kicks.Attempted,Penalty.Kicks.Allowed,Penalty.Kicks.Saved,Penalty.Kicks.Missed,Save...Penalty.Kicks.,Goals.Against.1,Penalty.Kicks.Allowed.1,Free.Kick.Goals.Against,Corner.Kick.Goals.Against,Own.Goals.Scored.Against.Goalkeeper,PSxG,PSxG.SoT,PSxG.GA,Passes.Completed..Launched.,Passes.Attempted..Launched.,Pass.Completion.Percentage..Launched.,Passes.Attempted,Throws.Attempted,Launch.,Average.Pass.Length,Goal.Kicks,Launch...Goal.Kicks.,Avg..Length.of.Goal.Kicks,Crosses.Faced,Crosses.Stopped,Crosses.Stopped..,Def..Actions.Outside.Pen..Area,Avg..Distance.of.Def..Actions
Marko Dmitrovic,Marko Dmitrovic,9333333,2020-2021,30.0,1.94,Goalkeeper,left,La Liga,1.41,3.69,2.31,64.1,0.17,0.32,0.52,0.26,25.7,0.14,0.09,0.03,0.03,25.0,1.41,0.09,0.0,0.14,0.0,1.35,0.34,-0.06,8.8,22.67,38.8,24.2,2.83,68.3,54.6,6.78,90.6,72.7,7.3,0.58,7.9,1.18,16.8
Marko Dmitrovic,Marko Dmitrovic,10750000,2019-2020,29.0,1.94,Goalkeeper,left,La Liga,1.46,3.23,1.91,58.4,0.26,0.26,0.49,0.29,28.6,0.14,0.11,0.03,0.0,20.0,1.46,0.11,0.06,0.09,0.03,1.26,0.36,-0.17,7.8,24.06,32.4,23.34,2.6,74.1,58.3,7.0,96.7,76.4,7.83,0.57,7.3,1.37,17.4
Marko Dmitrovic,Marko Dmitrovic,9166666,2018-2019,28.0,1.94,Goalkeeper,left,La Liga,1.25,3.38,2.25,66.7,0.38,0.25,0.38,0.21,20.8,0.17,0.13,0.04,0.0,25.0,1.25,0.13,0.08,0.13,0.0,1.15,0.31,-0.1,8.58,24.04,35.7,24.71,2.79,73.2,55.4,6.46,92.3,74.2,7.63,0.63,8.2,1.63,17.0
Marko Dmitrovic,Marko Dmitrovic,3250000,2017-2018,27.0,1.94,Goalkeeper,left,La Liga,1.36,3.39,2.22,63.1,0.36,0.22,0.42,0.28,27.8,0.11,0.11,0.0,0.0,0.0,1.36,0.11,0.06,0.08,0.11,1.18,0.33,-0.08,8.14,21.47,37.9,23.14,2.28,74.3,56.4,4.47,95.7,76.5,6.94,0.81,11.6,1.64,17.8
Markus Schubert,Markus Schubert,1600000,2019-2020,23.0,1.87,Goalkeeper,right,Bundesliga,2.18,6.31,4.25,69.2,0.12,0.36,0.49,0.24,25.0,0.24,0.24,0.0,0.0,0.0,2.18,0.24,0.12,0.49,0.0,2.16,0.32,-0.02,6.67,21.47,31.1,31.17,3.52,52.9,42.1,7.28,68.3,51.0,10.8,0.73,6.7,0.61,12.8
Martin Dúbravka,Martin Dúbravka,5000000,2021-2022,34.0,1.91,Goalkeeper,right,Premier League,1.29,3.88,2.59,68.2,0.41,0.24,0.35,0.24,23.5,0.06,0.06,0.0,0.0,0.0,1.29,0.06,0.0,0.18,0.06,1.46,0.37,0.23,9.65,20.59,46.9,23.0,3.12,51.9,42.2,9.35,92.5,63.2,8.47,0.76,9.0,0.24,12.0
Martin Dúbravka,Martin Dúbravka,6500000,2020-2021,33.0,1.91,Goalkeeper,right,Premier League,1.46,4.54,3.23,69.5,0.38,0.38,0.23,0.23,23.1,0.08,0.08,0.0,0.0,0.0,1.46,0.08,0.0,0.08,0.08,1.49,0.31,0.11,6.08,14.31,42.5,23.54,4.92,38.2,36.9,9.31,57.0,47.3,12.38,1.0,8.1,0.46,12.2
Martin Dúbravka,Martin Dúbravka,6250000,2019-2020,32.0,1.91,Goalkeeper,right,Premier League,1.53,5.0,3.53,70.5,0.29,0.29,0.42,0.29,28.9,0.05,0.05,0.0,0.0,0.0,1.53,0.05,0.05,0.29,0.05,1.74,0.34,0.26,7.76,20.47,37.9,19.89,3.18,63.6,48.4,8.87,88.1,64.4,10.11,0.53,5.2,0.37,12.3
Martin Dúbravka,Martin Dúbravka,6000000,2018-2019,31.0,1.91,Goalkeeper,right,Premier League,1.26,3.5,2.42,68.4,0.32,0.24,0.45,0.29,28.9,0.16,0.16,0.0,0.0,0.0,1.26,0.16,0.05,0.26,0.03,1.22,0.31,-0.01,7.21,19.63,36.7,22.5,3.58,55.0,44.2,8.47,85.7,62.7,10.92,1.03,9.4,0.66,13.5
Martin Dúbravka,Martin Dúbravka,2175000,2017-2018,30.0,1.91,Goalkeeper,right,Premier League,0.92,3.08,2.17,70.3,0.5,0.08,0.42,0.33,33.3,0.08,0.0,0.08,0.0,100.0,0.92,0.0,0.0,0.0,0.0,1.09,0.33,0.18,5.33,17.33,30.8,20.83,2.83,52.4,43.5,7.67,83.7,61.2,9.08,0.92,10.1,1.08,16.4
Marvin Schwäbe,Marvin Schwäbe,1000000,2021-2022,28.0,1.9,Goalkeeper,right,Bundesliga,1.36,4.29,2.93,68.3,0.43,0.29,0.29,0.21,21.4,0.0,0.0,0.0,0.0,,1.36,0.0,0.14,0.07,0.0,1.2,0.28,-0.16,7.07,13.29,53.2,40.07,3.71,26.6,30.8,6.86,38.5,37.0,7.07,0.43,6.1,0.36,13.7
Marwin Hitz,Marwin Hitz,1700000,2020-2021,34.0,1.94,Goalkeeper,right,Bundesliga,1.03,2.71,1.74,66.7,0.71,0.13,0.19,0.45,43.8,0.13,0.13,0.0,0.0,0.0,1.03,0.13,0.0,0.06,0.06,1.02,0.33,0.05,6.06,11.68,51.9,27.55,4.45,28.3,31.9,7.94,48.8,41.7,5.94,0.45,7.6,0.45,14.3
Marwin Hitz,Marwin Hitz,4000000,2017-2018,31.0,1.94,Goalkeeper,right,Bundesliga,1.31,4.97,3.69,74.2,0.31,0.31,0.38,0.28,28.1,0.06,0.03,0.03,0.0,50.0,1.31,0.03,0.06,0.31,0.03,1.34,0.26,0.06,8.5,18.0,47.2,26.88,4.25,49.5,41.2,7.69,61.0,48.5,7.69,0.56,7.3,0.72,14.4
Mathew Ryan,Mathew David Ryan,6666666,2020-2021,30.0,1.84,Goalkeeper,right,Premier League,1.5,2.79,1.71,59.0,0.21,0.36,0.43,0.21,21.4,0.36,0.36,0.0,0.0,0.0,1.5,0.36,0.0,0.21,0.07,1.36,0.37,-0.07,4.5,10.86,41.4,28.5,5.36,30.6,31.6,4.79,44.8,39.2,8.79,0.79,8.9,0.5,14.2
Mathew Ryan,Mathew David Ryan,9000000,2019-2020,29.0,1.84,Goalkeeper,right,Premier League,1.42,4.32,3.0,68.3,0.24,0.37,0.39,0.24,23.7,0.05,0.05,0.0,0.0,0.0,1.42,0.05,0.0,0.21,0.08,1.43,0.32,0.09,7.16,13.87,51.6,31.26,6.11,33.8,33.8,7.21,45.6,38.7,8.26,0.63,7.6,0.5,13.9
Mathew Ryan,Mathew David Ryan,9000000,2018-2019,28.0,1.84,Goalkeeper,right,Premier League,1.62,4.12,2.74,66.4,0.24,0.24,0.53,0.18,17.6,0.24,0.24,0.0,0.0,0.0,1.62,0.24,0.03,0.18,0.0,1.49,0.32,-0.13,9.85,23.32,42.2,20.79,2.76,69.0,49.9,9.56,93.8,63.5,9.47,0.59,6.2,0.32,13.0
Mathew Ryan,Mathew David Ryan,6333333,2017-2018,27.0,1.84,Goalkeeper,right,Premier League,1.42,4.5,3.18,69.0,0.24,0.34,0.42,0.26,26.3,0.08,0.03,0.05,0.0,66.7,1.42,0.03,0.03,0.39,0.13,1.48,0.32,0.19,9.89,24.03,41.2,21.61,3.11,70.9,50.4,9.26,94.0,63.5,10.08,0.5,5.0,0.39,12.6
Mathieu Michel,Mathieu Michel,2000000,2017-2018,27.0,1.89,Goalkeeper,right,Ligue 1,1.96,4.07,2.56,59.3,0.15,0.3,0.45,0.15,16.7,0.3,0.3,0.0,0.0,0.0,1.96,0.3,0.0,0.0,0.15,1.36,0.27,-0.45,5.13,12.06,42.5,15.53,4.37,48.5,40.1,5.13,88.2,61.3,8.89,0.15,1.7,0.3,16.0
Matías Dituro,Matías Ezequiel Dituro Curto,1000000,2021-2022,36.0,1.91,Goalkeeper,right,La Liga,1.1,3.55,2.55,70.9,0.31,0.31,0.38,0.38,37.9,0.17,0.07,0.1,0.0,60.0,1.1,0.07,0.0,0.03,0.03,1.22,0.31,0.15,9.34,21.76,42.9,31.0,3.62,52.5,43.4,7.45,73.6,55.3,7.59,0.97,12.7,0.9,15.7
Matthieu Dreyer,Matthieu Dreyer,300000,2021-2022,33.0,1.88,Goalkeeper,right,Ligue 1,0.71,3.0,2.29,76.2,0.43,0.29,0.29,0.71,71.4,0.0,0.0,0.0,0.0,,0.71,0.0,0.0,0.0,0.0,0.93,0.31,0.21,6.71,17.71,37.9,23.43,2.57,45.7,39.5,8.57,81.7,53.9,9.29,0.0,0.0,0.14,12.7
Matthieu Dreyer,Matthieu Dreyer,550000,2020-2021,32.0,1.88,Goalkeeper,right,Ligue 1,1.67,3.4,2.2,62.7,0.33,0.33,0.33,0.13,13.3,0.4,0.4,0.0,0.0,0.0,1.67,0.4,0.07,0.2,0.07,1.37,0.32,-0.23,5.07,13.4,37.8,16.87,2.87,48.6,40.4,7.2,72.2,48.6,7.4,0.47,6.3,0.4,12.8
Mattia Perin,Mattia Perin,7166666,2020-2021,29.0,1.88,Goalkeeper,right,Serie A,1.38,4.72,3.53,75.5,0.28,0.34,0.38,0.25,25.8,0.22,0.22,0.0,0.0,0.0,1.38,0.22,0.0,0.19,0.06,1.48,0.28,0.16,7.28,19.51,37.3,27.85,4.25,54.8,41.3,8.6,49.5,39.7,10.69,0.53,5.0,0.28,12.4
Mattia Perin,Mattia Perin,9333333,2019-2020,28.0,1.88,Goalkeeper,right,Serie A,1.81,4.71,3.0,62.6,0.38,0.19,0.43,0.24,23.8,0.1,0.05,0.0,0.05,0.0,1.81,0.05,0.05,0.19,0.05,1.76,0.36,0.0,6.95,19.43,35.8,26.0,4.43,56.8,44.6,9.0,51.9,44.1,10.14,0.52,5.2,0.38,12.3
Mattia Perin,Mattia Perin,14000000,2018-2019,27.0,1.88,Goalkeeper,right,Serie A,0.89,2.89,2.11,73.1,0.67,0.11,0.22,0.56,55.6,0.11,0.11,0.0,0.0,0.0,0.89,0.11,0.0,0.11,0.0,0.79,0.24,-0.1,4.44,9.78,45.5,17.44,4.56,35.0,34.6,7.56,48.5,43.4,9.0,0.33,3.7,0.22,11.5
Mattia Perin,Mattia Perin,15500000,2017-2018,26.0,1.88,Goalkeeper,right,Serie A,1.14,4.51,3.54,77.2,0.3,0.22,0.49,0.32,32.4,0.11,0.11,0.0,0.0,0.0,1.14,0.11,0.03,0.05,0.05,1.18,0.24,0.09,8.73,21.38,40.8,23.62,3.08,58.0,43.9,8.62,89.0,60.2,9.86,0.57,5.8,0.54,13.9
Matz Sels,Matz Willy Els Sels,6500000,2021-2022,31.0,1.88,Goalkeeper,right,Ligue 1,1.14,3.21,2.21,67.8,0.43,0.32,0.25,0.36,35.7,0.11,0.11,0.0,0.0,0.0,1.14,0.11,0.0,0.14,0.04,1.06,0.31,-0.05,5.14,12.14,42.4,19.07,3.46,46.6,38.3,6.29,51.7,44.2,7.43,0.64,8.7,0.61,14.5
Matz Sels,Matz Willy Els Sels,6500000,2020-2021,30.0,1.88,Goalkeeper,right,Ligue 1,2.17,4.17,2.33,56.0,0.17,0.33,0.5,0.0,0.0,0.33,0.33,0.0,0.0,0.0,2.17,0.33,0.17,0.5,0.0,1.67,0.34,-0.5,7.83,18.5,42.3,20.83,3.83,57.6,43.9,8.33,78.0,57.2,9.0,1.0,11.1,0.17,11.4
Matz Sels,Matz Willy Els Sels,7250000,2019-2020,29.0,1.88,Goalkeeper,right,Ligue 1,1.19,3.52,2.48,72.6,0.41,0.19,0.41,0.3,29.6,0.26,0.22,0.04,0.0,14.3,1.19,0.22,0.0,0.11,0.0,1.2,0.3,0.02,8.0,17.93,44.6,23.93,4.7,53.9,43.9,7.52,67.0,53.9,8.48,0.78,9.2,0.37,12.7
Matz Sels,Matz Willy Els Sels,6000000,2018-2019,28.0,1.88,Goalkeeper,right,Ligue 1,1.3,4.08,3.0,72.8,0.27,0.43,0.3,0.22,21.6,0.24,0.19,0.05,0.0,22.2,1.3,0.19,0.08,0.11,0.03,1.19,0.25,-0.08,7.11,18.3,38.8,21.49,4.84,51.9,43.7,8.76,81.5,61.1,9.35,0.73,7.8,0.57,14.1
Mauro Goicoechea,Mauro Daniel Goicoechea Furia,800000,2018-2019,30.0,1.86,Goalkeeper,right,Ligue 1,1.52,4.42,3.03,68.6,0.25,0.38,0.25,0.38,42.9,0.13,0.13,0.0,0.0,0.0,1.52,0.13,0.13,0.13,0.0,1.26,0.26,-0.25,6.57,17.44,37.7,23.01,4.68,49.5,40.9,9.1,66.7,52.2,10.62,0.63,6.0,0.38,12.3
Maxime Dupé,Maxime Dupé,900000,2018-2019,26.0,1.88,Goalkeeper,right,Ligue 1,1.63,2.97,1.53,51.6,0.48,0.29,0.19,0.1,10.0,0.29,0.19,0.1,0.0,33.3,1.63,0.19,0.19,0.19,0.0,1.23,0.35,-0.4,6.81,18.79,36.2,20.13,3.64,55.2,44.5,8.72,87.9,64.4,8.82,0.38,4.3,0.58,16.0
Michael Esser,Michael Esser,1333333,2018-2019,32.0,1.98,Goalkeeper,right,Bundesliga,2.06,6.53,4.66,70.8,0.16,0.19,0.66,0.16,15.6,0.19,0.16,0.03,0.0,16.7,2.06,0.16,0.03,0.38,0.03,1.83,0.26,-0.2,9.78,20.41,47.9,29.59,4.41,51.2,40.7,8.88,59.2,46.3,11.03,0.53,4.8,0.88,15.0
Michael Rensing,Michael Rensing,450000,2018-2019,36.0,1.9,Goalkeeper,right,Bundesliga,1.94,5.13,3.34,66.5,0.38,0.16,0.47,0.16,15.6,0.22,0.22,0.0,0.0,0.0,1.94,0.22,0.03,0.25,0.0,1.69,0.31,-0.24,7.63,18.75,40.7,21.5,4.53,47.8,40.7,10.0,84.7,60.2,10.5,0.84,8.0,0.13,12.7
Miguel Ángel Moyá,Miguel Ángel Moyà Rumbo,1350000,2019-2020,37.0,1.89,Goalkeeper,right,La Liga,1.23,3.92,2.77,68.6,0.38,0.31,0.31,0.23,23.1,0.08,0.0,0.0,0.08,,1.23,0.0,0.0,0.08,0.08,1.01,0.26,-0.15,7.69,14.46,53.2,27.54,4.46,32.7,32.9,7.69,71.0,48.6,7.85,1.0,12.7,0.92,15.9
Miguel Ángel Moyá,Miguel Ángel Moyà Rumbo,1750000,2018-2019,36.0,1.89,Goalkeeper,right,La Liga,1.0,3.0,2.0,66.7,0.27,0.18,0.55,0.18,18.2,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.09,0.0,0.9,0.31,-0.1,7.64,13.64,56.0,25.91,3.0,35.1,34.3,7.0,64.9,46.5,11.09,1.18,10.7,1.09,17.6
Miguel Ángel Moyá,Miguel Ángel Moyà Rumbo,2000000,2017-2018,35.0,1.89,Goalkeeper,right,La Liga,0.94,3.53,2.82,80.0,0.35,0.24,0.47,0.35,33.3,0.35,0.24,0.12,0.0,33.3,0.94,0.24,0.0,0.24,0.0,1.15,0.25,0.21,8.12,15.41,52.7,28.35,1.18,46.5,38.9,3.65,61.3,44.8,10.35,1.41,13.6,0.82,16.4
Mike Maignan,Mike Peterson Maignan,25000000,2021-2022,27.0,1.91,Goalkeeper,right,Serie A,0.79,3.33,2.63,78.8,0.67,0.21,0.13,0.46,45.8,0.08,0.08,0.0,0.0,0.0,0.79,0.08,0.0,0.17,0.04,0.98,0.27,0.23,6.0,13.0,46.2,29.92,5.08,37.6,35.9,4.67,37.5,37.3,7.13,0.88,12.3,0.88,15.7
Mike Maignan,Mike Peterson Maignan,23333333,2020-2021,26.0,1.91,Goalkeeper,right,Ligue 1,0.61,2.82,2.26,79.4,0.63,0.29,0.08,0.55,55.3,0.05,0.03,0.03,0.0,50.0,0.61,0.03,0.0,0.18,0.05,0.68,0.23,0.13,4.03,11.5,35.0,21.89,5.03,34.9,35.3,6.26,61.8,52.2,7.53,0.61,8.0,0.68,15.5
Mike Maignan,Mike Peterson Maignan,20500000,2019-2020,25.0,1.91,Goalkeeper,right,Ligue 1,0.96,2.79,2.07,70.5,0.54,0.14,0.32,0.43,42.9,0.21,0.14,0.04,0.04,20.0,0.96,0.14,0.04,0.04,0.11,0.86,0.26,0.01,5.64,15.18,37.2,20.07,5.07,49.1,41.7,7.14,74.5,58.8,7.14,0.82,11.5,0.32,13.8
Mike Maignan,Mike Peterson Maignan,11375000,2018-2019,24.0,1.91,Goalkeeper,right,Ligue 1,0.87,3.11,2.39,77.1,0.58,0.24,0.18,0.39,40.5,0.26,0.16,0.05,0.05,25.0,0.87,0.16,0.03,0.11,0.0,0.93,0.25,0.06,5.24,15.61,33.6,21.71,5.24,46.3,40.3,7.11,78.1,59.4,8.39,0.97,11.6,0.63,14.8
Mike Maignan,Mike Peterson Maignan,3250000,2017-2018,23.0,1.91,Goalkeeper,right,Ligue 1,1.57,4.75,3.32,68.8,0.3,0.21,0.47,0.15,14.7,0.18,0.09,0.06,0.03,40.0,1.57,0.09,0.03,0.06,0.06,1.52,0.3,0.01,3.29,8.49,38.8,21.46,3.95,26.0,30.8,4.19,69.5,56.8,8.93,0.98,11.0,0.95,16.4
Neil Etheridge,Neil Leonard Dula Etheridge,5166666,2018-2019,30.0,1.88,Goalkeeper,right,Premier League,1.82,5.26,3.53,67.5,0.26,0.11,0.63,0.26,26.3,0.18,0.11,0.08,0.0,42.9,1.82,0.11,0.03,0.34,0.0,1.86,0.33,0.05,9.03,29.55,30.5,23.32,1.37,91.0,61.8,8.39,99.4,70.3,7.45,0.42,5.7,1.11,15.8
Neto,Neto,8666666,2020-2021,32.0,1.9,Goalkeeper,right,La Liga,0.86,3.0,2.29,81.0,0.43,0.29,0.29,0.43,42.9,0.29,0.29,0.0,0.0,0.0,0.86,0.29,0.0,0.14,0.0,0.96,0.24,0.1,3.14,6.71,46.8,26.57,5.14,21.0,27.6,7.57,15.1,24.4,9.14,0.57,6.3,0.57,15.0
Neto,Neto,18000000,2018-2019,30.0,1.9,Goalkeeper,right,La Liga,1.0,3.94,3.21,79.9,0.38,0.41,0.21,0.29,29.4,0.24,0.21,0.03,0.0,12.5,1.0,0.21,0.06,0.18,0.06,1.11,0.24,0.17,5.65,15.59,36.2,16.76,4.59,53.2,43.8,8.0,83.5,60.9,11.44,0.82,7.2,0.32,13.3
Neto,Neto,12333333,2017-2018,29.0,1.9,Goalkeeper,right,La Liga,1.0,4.61,3.64,80.3,0.55,0.21,0.24,0.3,30.3,0.15,0.09,0.06,0.0,40.0,1.0,0.09,0.03,0.15,0.0,1.34,0.27,0.34,4.85,12.82,37.8,14.0,3.09,55.6,44.2,6.06,83.0,61.4,11.03,0.79,7.1,0.18,12.6
Nick Pope,Nicholas David Pope,15000000,2021-2022,31.0,1.98,Goalkeeper,right,Premier League,1.28,4.16,2.88,70.2,0.12,0.48,0.4,0.28,28.0,0.04,0.04,0.0,0.0,0.0,1.28,0.04,0.04,0.24,0.0,1.3,0.32,0.02,8.76,23.12,37.9,21.64,3.52,74.7,53.4,7.52,92.6,65.0,9.8,0.88,9.0,1.6,18.3
Nick Pope,Nicholas David Pope,13500000,2020-2021,30.0,1.98,Goalkeeper,right,Premier League,1.16,4.63,3.56,77.0,0.31,0.28,0.41,0.34,34.4,0.09,0.09,0.0,0.0,0.0,1.16,0.09,0.0,0.22,0.03,1.28,0.26,0.15,9.13,23.66,38.6,22.75,4.0,74.3,53.0,7.84,86.1,62.3,10.16,1.31,12.9,1.28,16.5
Nick Pope,Nicholas David Pope,10750000,2019-2020,29.0,1.98,Goalkeeper,right,Premier League,1.32,4.18,2.95,71.1,0.39,0.24,0.37,0.39,39.5,0.13,0.11,0.03,0.0,20.0,1.32,0.11,0.0,0.21,0.03,1.24,0.27,-0.05,7.5,24.11,31.1,23.03,4.42,73.0,54.4,8.03,90.8,69.9,9.82,1.39,14.2,0.92,16.5
Nick Pope,Nicholas David Pope,5333333,2017-2018,27.0,1.98,Goalkeeper,right,Premier League,1.01,4.25,3.29,78.2,0.35,0.32,0.32,0.35,35.3,0.14,0.09,0.03,0.03,25.0,1.01,0.09,0.0,0.09,0.03,1.27,0.28,0.29,10.58,29.57,35.8,26.45,3.41,80.3,58.9,8.67,96.0,72.8,11.39,1.3,11.4,0.64,14.8
Nícolas Andrade,Nícolas Andrade,900000,2017-2018,31.0,1.9,Goalkeeper,right,Serie A,1.97,6.42,4.64,71.9,0.19,0.11,0.69,0.19,19.4,0.22,0.17,0.06,0.0,25.0,1.97,0.17,0.11,0.25,0.06,2.09,0.3,0.17,10.31,25.12,41.0,27.65,6.17,59.2,44.5,10.06,87.0,59.9,12.95,1.33,10.3,0.61,13.9
Niki Mäenpää,Niki Emil Antonio Mäenpää,200000,2021-2022,38.0,1.91,Goalkeeper,right,Serie A,1.6,2.93,1.73,59.1,0.0,0.27,0.67,0.0,0.0,0.53,0.4,0.0,0.13,0.0,1.6,0.4,0.0,0.0,0.0,1.32,0.36,-0.28,3.73,11.73,31.8,22.93,4.67,41.3,36.5,7.07,32.1,30.8,8.93,0.67,7.5,0.13,11.5
Oier Olazábal,Oier Olazábal Paredes,2333333,2018-2019,30.0,1.89,Goalkeeper,left,La Liga,1.9,6.38,4.71,73.1,0.33,0.24,0.43,0.24,23.8,0.24,0.19,0.05,0.0,20.0,1.9,0.19,0.05,0.24,0.05,2.0,0.29,0.14,6.76,16.57,40.8,16.48,4.52,56.6,45.0,10.43,69.4,51.5,11.76,1.0,8.5,0.43,12.6
Oier Olazábal,Oier Olazábal Paredes,966666,2017-2018,29.0,1.89,Goalkeeper,left,La Liga,1.5,4.5,3.27,70.9,0.35,0.27,0.38,0.27,26.9,0.23,0.19,0.0,0.04,0.0,1.5,0.19,0.0,0.15,0.12,1.53,0.31,0.15,5.96,15.88,37.5,15.65,2.04,67.6,49.0,5.81,91.4,60.9,10.58,1.08,10.2,0.46,13.2
Oliver Baumann,Oliver Baumann,5000000,2021-2022,33.0,1.87,Goalkeeper,right,Bundesliga,1.42,4.38,3.04,68.4,0.46,0.19,0.35,0.27,26.9,0.12,0.04,0.04,0.04,50.0,1.42,0.04,0.0,0.31,0.04,1.5,0.34,0.12,4.92,13.88,35.5,40.08,5.58,30.0,32.1,6.46,28.6,30.6,8.69,0.77,8.8,1.31,15.5
Oliver Baumann,Oliver Baumann,5250000,2020-2021,32.0,1.87,Goalkeeper,right,Bundesliga,1.65,4.06,2.61,64.3,0.32,0.26,0.42,0.19,19.4,0.29,0.19,0.06,0.03,25.0,1.65,0.19,0.0,0.13,0.06,1.55,0.33,-0.03,6.13,14.81,41.4,37.03,5.61,32.9,32.8,6.58,39.7,35.1,8.77,0.35,4.0,1.16,15.1
Oliver Baumann,Oliver Baumann,6250000,2019-2020,31.0,1.87,Goalkeeper,right,Bundesliga,1.63,4.77,3.37,69.2,0.43,0.23,0.33,0.23,23.3,0.23,0.17,0.07,0.0,28.6,1.63,0.17,0.0,0.13,0.07,1.41,0.26,-0.16,5.43,14.53,37.4,34.6,6.03,32.0,32.7,8.83,39.2,36.7,10.27,0.53,5.2,1.1,15.3
Oliver Baumann,Oliver Baumann,9000000,2018-2019,30.0,1.87,Goalkeeper,right,Bundesliga,1.55,4.82,3.45,71.7,0.36,0.36,0.27,0.15,15.2,0.21,0.18,0.03,0.0,14.3,1.55,0.18,0.0,0.15,0.03,1.59,0.3,0.08,6.36,13.73,46.4,31.73,5.55,32.5,32.6,7.33,46.7,42.9,9.03,0.76,8.4,1.33,16.8
Oliver Baumann,Oliver Baumann,9000000,2017-2018,29.0,1.87,Goalkeeper,right,Bundesliga,1.41,4.29,3.06,69.2,0.44,0.29,0.26,0.29,29.4,0.12,0.09,0.03,0.0,25.0,1.41,0.09,0.03,0.26,0.09,1.21,0.27,-0.11,6.44,18.24,35.3,34.56,5.12,40.8,35.9,6.76,61.3,48.7,9.15,0.59,6.4,1.09,15.6
Orestis Karnezis,Orestis Karnezis,2000000,2018-2019,34.0,1.9,Goalkeeper,right,Serie A,0.78,2.78,2.11,76.0,0.67,0.22,0.11,0.44,44.4,0.11,0.11,0.0,0.0,0.0,0.78,0.11,0.0,0.0,0.0,0.92,0.3,0.14,3.67,11.33,32.4,19.78,3.78,37.6,34.3,6.33,61.4,49.9,7.33,0.33,4.5,0.11,11.7
Orestis Karnezis,Orestis Karnezis,3250000,2017-2018,33.0,1.9,Goalkeeper,right,Premier League,1.67,3.76,2.3,61.1,0.28,0.21,0.49,0.28,28.6,0.21,0.21,0.0,0.0,0.0,1.67,0.21,0.0,0.14,0.0,1.41,0.33,-0.26,8.16,22.73,35.9,22.1,2.44,79.2,54.5,5.65,92.6,62.9,8.64,0.56,6.5,0.49,13.6
Ørjan Nyland,Ørjan Håskjold Nyland,1566666,2019-2020,30.0,1.92,Goalkeeper,right,Premier League,2.0,4.34,2.34,53.8,0.0,0.33,0.5,0.17,20.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,1.44,0.33,-0.57,6.18,18.2,33.9,21.54,4.68,49.6,44.0,8.85,84.9,62.5,9.35,0.33,3.6,0.5,13.2
Ouparine Djoco,Ouparine Djoco,950000,2021-2022,25.0,1.88,Goalkeeper,right,Ligue 1,1.56,4.19,2.75,64.2,0.25,0.19,0.56,0.25,25.0,0.06,0.06,0.0,0.0,0.0,1.56,0.06,0.0,0.31,0.13,1.17,0.27,-0.27,5.38,15.31,35.1,24.56,4.0,45.0,38.3,6.56,64.8,45.1,7.63,0.31,4.1,0.81,14.4
Pau López,Pau López Sabata,11000000,2021-2022,28.0,1.89,Goalkeeper,left,Ligue 1,0.88,2.8,2.0,72.9,0.52,0.24,0.24,0.4,40.0,0.12,0.12,0.0,0.0,0.0,0.88,0.12,0.0,0.12,0.0,1.02,0.33,0.14,5.24,11.84,44.3,40.44,4.92,23.8,29.6,5.68,38.7,36.8,6.16,0.84,13.6,0.96,16.4
Pau López,Pau López Sabata,12250000,2020-2021,27.0,1.89,Goalkeeper,left,Serie A,1.44,4.01,2.87,67.9,0.5,0.2,0.3,0.2,20.0,0.15,0.15,0.0,0.0,0.0,1.44,0.15,0.05,0.2,0.15,1.32,0.3,0.03,4.06,9.91,41.0,27.84,5.25,28.6,31.5,5.0,38.6,36.5,5.7,0.4,7.0,0.79,16.3
Pau López,Pau López Sabata,21500000,2019-2020,26.0,1.89,Goalkeeper,left,Serie A,1.41,3.81,2.59,69.7,0.56,0.19,0.25,0.16,15.6,0.28,0.25,0.03,0.0,11.1,1.41,0.25,0.03,0.13,0.0,1.33,0.28,-0.08,5.47,11.66,46.9,26.5,5.59,34.8,33.6,6.5,37.5,35.4,7.44,0.47,6.3,0.75,14.9
Pau López,Pau López Sabata,16666666,2018-2019,25.0,1.89,Goalkeeper,left,La Liga,1.42,4.09,2.76,67.4,0.36,0.21,0.42,0.3,30.3,0.12,0.09,0.03,0.0,25.0,1.42,0.09,0.06,0.27,0.0,1.35,0.3,-0.08,4.39,10.52,41.8,29.58,5.24,24.9,28.9,7.42,42.4,39.5,7.82,0.73,9.3,1.0,16.0
Pau López,Pau López Sabata,4000000,2017-2018,24.0,1.89,Goalkeeper,left,La Liga,1.09,4.45,3.47,78.0,0.32,0.28,0.39,0.32,32.1,0.18,0.11,0.04,0.04,25.0,1.09,0.11,0.0,0.18,0.0,1.31,0.28,0.22,5.89,15.96,36.9,18.13,3.89,57.4,44.4,6.28,88.3,63.2,9.86,1.05,10.7,0.53,14.8
